personSsn,accountNumber,isPrimary
208-35-6264,ACCT00008345,true
681-38-9408,ACCT00008346,true
110-57-4726,ACCT00008347,true
260-81-8280,ACCT00008348,true
539-87-3150,ACCT00008349,true
849-37-6884,ACCT00008350,true
178-73-2131,ACCT00008351,true
493-50-4244,ACCT00008352,true
173-52-1930,ACCT00008353,true
337-37-3252,ACCT00008354,true
464-86-5706,ACCT00008355,true
498-16-5778,ACCT00008356,true
958-48-3815,ACCT00008357,true
616-81-3423,ACCT00008358,true
461-42-6398,ACCT00008359,true
823-96-5061,ACCT00008360,true
969-85-4337,ACCT00008361,true
755-61-6741,ACCT00008362,true
598-31-3997,ACCT00008363,true
306-30-2926,ACCT00008364,true
871-48-8806,ACCT00008365,true
854-77-9728,ACCT00008366,true
368-63-4480,ACCT00008367,true
505-49-7387,ACCT00008368,true
599-98-4711,ACCT00008369,true
566-24-6382,ACCT00008370,true
779-36-8021,ACCT00008371,true
720-86-2104,ACCT00008372,true
972-15-6059,ACCT00008373,true
494-32-3902,ACCT00008374,true
311-56-8442,ACCT00008375,true
946-18-5223,ACCT00008376,true
533-12-3905,ACCT00008377,true
681-17-3198,ACCT00008378,true
299-80-9732,ACCT00008379,true
342-44-6765,ACCT00008380,true
227-60-3426,ACCT00008381,true
784-69-4609,ACCT00008382,true
334-70-1658,ACCT00008383,true
892-83-7093,ACCT00008384,true
747-67-5446,ACCT00008385,true
121-58-9352,ACCT00008386,true
703-12-9446,ACCT00008387,true
540-10-2902,ACCT00008388,true
543-90-3038,ACCT00008389,true
453-87-7991,ACCT00008390,true
728-75-3321,ACCT00008391,true
600-19-1881,ACCT00008392,true
295-22-8844,ACCT00008393,true
947-50-1700,ACCT00008394,true
851-38-5503,ACCT00008395,true
136-36-8174,ACCT00008396,true
760-86-4967,ACCT00008397,true
439-56-3193,ACCT00008398,true
718-51-4475,ACCT00008399,true
962-99-7304,ACCT00008400,true
349-20-8068,ACCT00008401,true
458-58-4231,ACCT00008402,true
628-62-5645,ACCT00008403,true
843-11-4103,ACCT00008404,true
132-33-1109,ACCT00008405,true
639-88-2710,ACCT00008406,true
320-18-4921,ACCT00008407,true
587-82-1217,ACCT00008408,true
765-17-6970,ACCT00008409,true
342-30-4113,ACCT00008410,true
347-32-4119,ACCT00008411,true
258-38-4612,ACCT00008412,true
274-22-9820,ACCT00008413,true
849-32-8279,ACCT00008414,true
119-30-6116,ACCT00008415,true
319-86-7201,ACCT00008416,true
762-14-5451,ACCT00008417,true
197-41-4348,ACCT00008418,true
955-39-9123,ACCT00008419,true
756-66-3415,ACCT00008420,true
243-50-7980,ACCT00008421,true
780-11-5095,ACCT00008422,true
634-32-8362,ACCT00008423,true
445-41-9968,ACCT00008424,true
316-23-8106,ACCT00008425,true
220-34-7212,ACCT00008426,true
266-72-2894,ACCT00008427,true
814-89-3201,ACCT00008428,true
900-25-9812,ACCT00008429,true
359-15-1651,ACCT00008430,true
504-76-4776,ACCT00008431,true
582-72-2514,ACCT00008432,true
880-15-5338,ACCT00008433,true
450-56-9760,ACCT00008434,true
341-97-8835,ACCT00008435,true
918-81-5815,ACCT00008436,true
730-90-9522,ACCT00008437,true
296-89-9796,ACCT00008438,true
848-87-9471,ACCT00008439,true
170-64-3205,ACCT00008440,true
816-20-5826,ACCT00008441,true
362-26-3203,ACCT00008442,true
846-34-7867,ACCT00008443,true
723-83-2939,ACCT00008444,true
829-51-2714,ACCT00008445,true
402-66-3309,ACCT00008446,true
888-22-5962,ACCT00008447,true
498-33-9063,ACCT00008448,true
884-20-2207,ACCT00008449,true
189-33-9604,ACCT00008450,true
969-12-3854,ACCT00008451,true
531-76-9172,ACCT00008452,true
678-45-4028,ACCT00008453,true
912-38-1337,ACCT00008454,true
156-68-6529,ACCT00008455,true
922-37-6120,ACCT00008456,true
296-47-6286,ACCT00008457,true
733-55-7297,ACCT00008458,true
642-19-1374,ACCT00008459,true
664-33-6313,ACCT00008460,true
200-43-7061,ACCT00008461,true
383-66-6740,ACCT00008462,true
886-19-8683,ACCT00008463,true
125-82-9125,ACCT00008464,true
600-55-7633,ACCT00008465,true
304-53-7565,ACCT00008466,true
138-31-7405,ACCT00008467,true
306-76-8331,ACCT00008468,true
175-91-1982,ACCT00008469,true
190-16-6004,ACCT00008470,true
774-43-6945,ACCT00008471,true
434-16-1291,ACCT00008472,true
239-27-5331,ACCT00008473,true
434-97-8994,ACCT00008474,true
398-31-1349,ACCT00008475,true
418-52-8197,ACCT00008476,true
250-76-7994,ACCT00008477,true
649-98-5899,ACCT00008478,true
861-94-8333,ACCT00008479,true
465-11-7537,ACCT00008480,true
153-26-1855,ACCT00008481,true
545-40-9493,ACCT00008482,true
686-72-3061,ACCT00008483,true
900-31-8776,ACCT00008484,true
371-92-6629,ACCT00008485,true
281-69-6085,ACCT00008486,true
514-64-2361,ACCT00008487,true
740-24-6368,ACCT00008488,true
850-47-6559,ACCT00008489,true
394-36-9444,ACCT00008490,true
688-13-7641,ACCT00008491,true
979-11-9887,ACCT00008492,true
478-46-5192,ACCT00008493,true
444-61-3959,ACCT00008494,true
498-53-4143,ACCT00008495,true
291-79-1623,ACCT00008496,true
413-51-8349,ACCT00008497,true
854-44-6656,ACCT00008498,true
386-29-3283,ACCT00008499,true
577-16-7724,ACCT00008500,true
890-68-8977,ACCT00008501,true
942-81-7923,ACCT00008502,true
599-69-5873,ACCT00008503,true
280-52-7232,ACCT00008504,true
708-16-7494,ACCT00008505,true
656-16-3756,ACCT00008506,true
755-11-9763,ACCT00008507,true
533-67-1920,ACCT00008508,true
746-86-9525,ACCT00008509,true
531-85-6299,ACCT00008510,true
396-36-5353,ACCT00008511,true
967-61-8807,ACCT00008512,true
808-62-7596,ACCT00008513,true
922-92-8982,ACCT00008514,true
536-24-5491,ACCT00008515,true
453-22-6370,ACCT00008516,true
174-89-9877,ACCT00008517,true
771-70-2254,ACCT00008518,true
681-26-3679,ACCT00008519,true
200-72-8851,ACCT00008520,true
453-40-8075,ACCT00008521,true
195-28-3939,ACCT00008522,true
155-77-6909,ACCT00008523,true
327-73-3734,ACCT00008524,true
260-66-8784,ACCT00008525,true
537-82-5599,ACCT00008526,true
201-11-1985,ACCT00008527,true
611-94-9028,ACCT00008528,true
383-69-7692,ACCT00008529,true
690-11-1394,ACCT00008530,true
618-12-3863,ACCT00008531,true
195-92-2893,ACCT00008532,true
899-13-6217,ACCT00008533,true
649-99-4829,ACCT00008534,true
186-88-1116,ACCT00008535,true
192-94-7771,ACCT00008536,true
915-65-6692,ACCT00008537,true
987-41-6311,ACCT00008538,true
964-76-3326,ACCT00008539,true
340-95-1277,ACCT00008540,true
446-72-9626,ACCT00008541,true
939-17-8107,ACCT00008542,true
878-41-4703,ACCT00008543,true
546-75-6266,ACCT00008544,true
747-87-5065,ACCT00008545,true
880-32-5161,ACCT00008546,true
695-30-1218,ACCT00008547,true
609-44-6733,ACCT00008548,true
656-13-1724,ACCT00008549,true
198-77-9336,ACCT00008550,true
483-24-2306,ACCT00008551,true
747-62-8063,ACCT00008552,true
417-78-8838,ACCT00008553,true
449-27-1822,ACCT00008554,true
687-78-3701,ACCT00008555,true
721-71-7251,ACCT00008556,true
570-59-9017,ACCT00008557,true
168-20-1479,ACCT00008558,true
535-42-8957,ACCT00008559,true
441-18-9900,ACCT00008560,true
391-68-9561,ACCT00008561,true
988-98-9789,ACCT00008562,true
942-45-1053,ACCT00008563,true
905-69-6124,ACCT00008564,true
457-13-4459,ACCT00008565,true
100-29-3996,ACCT00008566,true
654-32-4998,ACCT00008567,true
209-80-3344,ACCT00008568,true
279-18-2449,ACCT00008569,true
593-24-4784,ACCT00008570,true
216-97-6642,ACCT00008571,true
718-75-8515,ACCT00008572,true
128-64-5277,ACCT00008573,true
505-48-6915,ACCT00008574,true
788-64-7443,ACCT00008575,true
959-47-8176,ACCT00008576,true
955-36-9414,ACCT00008577,true
949-59-3856,ACCT00008578,true
813-31-6288,ACCT00008579,true
472-46-5302,ACCT00008580,true
473-74-6868,ACCT00008581,true
692-38-3902,ACCT00008582,true
883-16-3508,ACCT00008583,true
749-68-7913,ACCT00008584,true
841-39-5300,ACCT00008585,true
481-46-3767,ACCT00008586,true
121-29-6802,ACCT00008587,true
231-15-9439,ACCT00008588,true
352-39-6645,ACCT00008589,true
867-51-1430,ACCT00008590,true
305-42-5579,ACCT00008591,true
522-87-4404,ACCT00008592,true
840-87-2525,ACCT00008593,true
104-52-3896,ACCT00008594,true
958-74-5383,ACCT00008595,true
262-77-6251,ACCT00008596,true
678-22-3798,ACCT00008597,true
521-80-8809,ACCT00008598,true
522-83-6508,ACCT00008599,true
747-48-6773,ACCT00008600,true
202-47-9794,ACCT00008601,true
513-12-8042,ACCT00008602,true
209-57-8311,ACCT00008603,true
928-12-4266,ACCT00008604,true
814-41-5476,ACCT00008605,true
326-65-6616,ACCT00008606,true
731-18-9713,ACCT00008607,true
371-54-4983,ACCT00008608,true
204-78-4330,ACCT00008609,true
388-48-5198,ACCT00008610,true
851-18-5552,ACCT00008611,true
354-16-6731,ACCT00008612,true
139-88-8032,ACCT00008613,true
553-84-2373,ACCT00008614,true
820-17-6636,ACCT00008615,true
418-65-5870,ACCT00008616,true
770-70-5447,ACCT00008617,true
676-48-3887,ACCT00008618,true
335-90-3006,ACCT00008619,true
513-60-1134,ACCT00008620,true
685-36-6716,ACCT00008621,true
409-66-6282,ACCT00008622,true
656-63-3721,ACCT00008623,true
974-43-6028,ACCT00008624,true
582-43-7494,ACCT00008625,true
540-54-3699,ACCT00008626,true
386-66-4812,ACCT00008627,true
150-30-1616,ACCT00008628,true
555-70-1798,ACCT00008629,true
230-27-2453,ACCT00008630,true
840-57-2123,ACCT00008631,true
399-29-8678,ACCT00008632,true
420-31-3580,ACCT00008633,true
108-21-2608,ACCT00008634,true
630-47-4467,ACCT00008635,true
229-52-9765,ACCT00008636,true
801-69-7367,ACCT00008637,true
779-70-1712,ACCT00008638,true
760-43-3489,ACCT00008639,true
292-77-6332,ACCT00008640,true
328-78-1496,ACCT00008641,true
633-74-9725,ACCT00008642,true
544-69-3499,ACCT00008643,true
403-90-3715,ACCT00008644,true
346-79-9537,ACCT00008645,true
619-32-8113,ACCT00008646,true
152-69-5789,ACCT00008647,true
481-69-8848,ACCT00008648,true
169-28-4890,ACCT00008649,true
373-69-8583,ACCT00008650,true
381-69-3598,ACCT00008651,true
666-58-5865,ACCT00008652,true
588-80-7319,ACCT00008653,true
661-81-8249,ACCT00008654,true
789-82-4298,ACCT00008655,true
753-85-6304,ACCT00008656,true
408-86-4162,ACCT00008657,true
643-65-2712,ACCT00008658,true
956-69-5673,ACCT00008659,true
858-80-9483,ACCT00008660,true
561-91-4111,ACCT00008661,true
714-58-7466,ACCT00008662,true
781-90-3547,ACCT00008663,true
913-51-8897,ACCT00008664,true
884-73-6884,ACCT00008665,true
411-60-3917,ACCT00008666,true
358-90-1559,ACCT00008667,true
896-68-6528,ACCT00008668,true
390-90-2975,ACCT00008669,true
148-84-9080,ACCT00008670,true
559-57-3904,ACCT00008671,true
863-98-5705,ACCT00008672,true
869-96-5153,ACCT00008673,true
660-43-4877,ACCT00008674,true
733-60-6542,ACCT00008675,true
868-15-8147,ACCT00008676,true
674-12-7847,ACCT00008677,true
742-86-3171,ACCT00008678,true
159-64-8310,ACCT00008679,true
197-56-4018,ACCT00008680,true
649-48-1123,ACCT00008681,true
445-79-7280,ACCT00008682,true
562-66-3920,ACCT00008683,true
694-30-5403,ACCT00008684,true
274-78-7184,ACCT00008685,true
327-73-4770,ACCT00008686,true
956-35-3942,ACCT00008687,true
351-99-4307,ACCT00008688,true
420-51-5285,ACCT00008689,true
811-22-5353,ACCT00008690,true
418-95-4819,ACCT00008691,true
100-81-6417,ACCT00008692,true
653-65-2607,ACCT00008693,true
278-45-4413,ACCT00008694,true
144-42-8622,ACCT00008695,true
378-44-2332,ACCT00008696,true
684-43-2413,ACCT00008697,true
800-57-7157,ACCT00008698,true
483-92-9837,ACCT00008699,true
146-42-8610,ACCT00008700,true
193-19-3795,ACCT00008701,true
841-17-9671,ACCT00008702,true
779-40-4177,ACCT00008703,true
689-62-4885,ACCT00008704,true
592-59-2739,ACCT00008705,true
347-13-9779,ACCT00008706,true
121-19-2161,ACCT00008707,true
248-56-6829,ACCT00008708,true
274-18-7532,ACCT00008709,true
958-37-8629,ACCT00008710,true
487-25-5360,ACCT00008711,true
800-19-4218,ACCT00008712,true
324-38-9613,ACCT00008713,true
688-50-1664,ACCT00008714,true
611-97-8559,ACCT00008715,true
707-11-1037,ACCT00008716,true
650-80-7942,ACCT00008717,true
261-13-3131,ACCT00008718,true
865-16-5172,ACCT00008719,true
365-60-1777,ACCT00008720,true
595-78-7723,ACCT00008721,true
965-36-7524,ACCT00008722,true
165-66-9586,ACCT00008723,true
375-41-9859,ACCT00008724,true
949-74-2216,ACCT00008725,true
880-36-5666,ACCT00008726,true
545-89-3575,ACCT00008727,true
634-31-5382,ACCT00008728,true
813-11-3973,ACCT00008729,true
221-82-9512,ACCT00008730,true
533-56-2756,ACCT00008731,true
687-13-4442,ACCT00008732,true
726-73-3107,ACCT00008733,true
193-31-2378,ACCT00008734,true
551-48-3416,ACCT00008735,true
545-89-7790,ACCT00008736,true
683-98-6295,ACCT00008737,true
650-49-2277,ACCT00008738,true
518-36-3333,ACCT00008739,true
125-16-4043,ACCT00008740,true
691-25-2635,ACCT00008741,true
276-48-2208,ACCT00008742,true
788-39-5942,ACCT00008743,true
239-36-9731,ACCT00008744,true
916-24-7619,ACCT00008745,true
571-85-8172,ACCT00008746,true
933-57-3625,ACCT00008747,true
279-69-4975,ACCT00008748,true
647-89-9829,ACCT00008749,true
796-10-3355,ACCT00008750,true
283-64-5494,ACCT00008751,true
292-48-4972,ACCT00008752,true
406-23-2161,ACCT00008753,true
335-14-1701,ACCT00008754,true
129-87-8855,ACCT00008755,true
225-87-2193,ACCT00008756,true
980-18-2983,ACCT00008757,true
331-45-3077,ACCT00008758,true
546-24-5440,ACCT00008759,true
468-52-1740,ACCT00008760,true
118-45-4569,ACCT00008761,true
392-43-3429,ACCT00008762,true
158-93-8988,ACCT00008763,true
445-93-2753,ACCT00008764,true
638-98-6642,ACCT00008765,true
830-88-9566,ACCT00008766,true
974-58-4745,ACCT00008767,true
283-68-5488,ACCT00008768,true
195-40-5585,ACCT00008769,true
861-43-1133,ACCT00008770,true
154-74-3392,ACCT00008771,true
897-82-6344,ACCT00008772,true
266-67-3945,ACCT00008773,true
146-73-8919,ACCT00008774,true
246-94-7083,ACCT00008775,true
377-60-4798,ACCT00008776,true
367-22-6120,ACCT00008777,true
498-23-8414,ACCT00008778,true
851-36-8859,ACCT00008779,true
702-93-4903,ACCT00008780,true
551-46-2676,ACCT00008781,true
350-20-5143,ACCT00008782,true
853-91-7810,ACCT00008783,true
305-12-9174,ACCT00008784,true
130-69-9708,ACCT00008785,true
278-91-6338,ACCT00008786,true
737-91-6008,ACCT00008787,true
273-99-3177,ACCT00008788,true
148-89-5315,ACCT00008789,true
265-91-2321,ACCT00008790,true
778-36-6193,ACCT00008791,true
687-25-7505,ACCT00008792,true
884-40-6594,ACCT00008793,true
190-45-5438,ACCT00008794,true
536-91-1675,ACCT00008795,true
893-61-3404,ACCT00008796,true
428-19-7945,ACCT00008797,true
231-90-4103,ACCT00008798,true
562-19-8647,ACCT00008799,true
733-60-9143,ACCT00008800,true
790-11-9787,ACCT00008801,true
692-86-5813,ACCT00008802,true
757-69-7127,ACCT00008803,true
417-85-7844,ACCT00008804,true
305-67-5499,ACCT00008805,true
165-88-8210,ACCT00008806,true
926-49-9871,ACCT00008807,true
721-73-9720,ACCT00008808,true
182-94-9054,ACCT00008809,true
657-66-1564,ACCT00008810,true
815-76-9991,ACCT00008811,true
508-11-8642,ACCT00008812,true
786-63-7791,ACCT00008813,true
161-88-3152,ACCT00008814,true
233-86-2949,ACCT00008815,true
812-75-5534,ACCT00008816,true
586-76-5980,ACCT00008817,true
949-29-6767,ACCT00008818,true
240-31-8921,ACCT00008819,true
225-10-4360,ACCT00008820,true
369-62-1347,ACCT00008821,true
823-73-1794,ACCT00008822,true
766-47-4263,ACCT00008823,true
541-57-7921,ACCT00008824,true
506-75-4700,ACCT00008825,true
215-40-1150,ACCT00008826,true
198-63-3093,ACCT00008827,true
452-31-8443,ACCT00008828,true
975-21-1259,ACCT00008829,true
343-70-3631,ACCT00008830,true
971-75-3883,ACCT00008831,true
750-56-5641,ACCT00008832,true
156-29-4893,ACCT00008833,true
313-77-9108,ACCT00008834,true
290-84-6600,ACCT00008835,true
761-24-3806,ACCT00008836,true
577-77-5143,ACCT00008837,true
215-14-6348,ACCT00008838,true
605-27-3399,ACCT00008839,true
878-78-9202,ACCT00008840,true
114-93-4492,ACCT00008841,true
680-42-1984,ACCT00008842,true
479-18-5858,ACCT00008843,true
859-78-4228,ACCT00008844,true
392-59-9325,ACCT00008845,true
214-97-6379,ACCT00008846,true
723-70-1286,ACCT00008847,true
549-76-7829,ACCT00008848,true
784-35-9017,ACCT00008849,true
680-48-9684,ACCT00008850,true
329-93-9959,ACCT00008851,true
535-17-9880,ACCT00008852,true
802-14-1899,ACCT00008853,true
726-17-1485,ACCT00008854,true
809-44-6260,ACCT00008855,true
155-23-3060,ACCT00008856,true
656-93-4324,ACCT00008857,true
700-26-9769,ACCT00008858,true
122-54-4638,ACCT00008859,true
646-19-2821,ACCT00008860,true
970-91-5744,ACCT00008861,true
769-30-3865,ACCT00008862,true
970-98-7896,ACCT00008863,true
110-80-5838,ACCT00008864,true
449-49-2683,ACCT00008865,true
887-19-7340,ACCT00008866,true
526-10-5572,ACCT00008867,true
470-68-1879,ACCT00008868,true
314-55-4987,ACCT00008869,true
406-54-4456,ACCT00008870,true
638-82-5563,ACCT00008871,true
533-29-1389,ACCT00008872,true
578-25-2343,ACCT00008873,true
271-61-8829,ACCT00008874,true
451-99-5982,ACCT00008875,true
803-48-3707,ACCT00008876,true
963-94-6732,ACCT00008877,true
638-22-8285,ACCT00008878,true
919-79-3566,ACCT00008879,true
708-84-2108,ACCT00008880,true
600-63-4307,ACCT00008881,true
747-51-2623,ACCT00008882,true
291-30-9051,ACCT00008883,true
935-15-8784,ACCT00008884,true
294-29-7097,ACCT00008885,true
190-29-6376,ACCT00008886,true
260-90-9311,ACCT00008887,true
264-71-1075,ACCT00008888,true
149-66-9888,ACCT00008889,true
280-22-9855,ACCT00008890,true
344-47-4975,ACCT00008891,true
325-41-6339,ACCT00008892,true
564-22-9923,ACCT00008893,true
757-98-5906,ACCT00008894,true
873-78-8659,ACCT00008895,true
690-96-1021,ACCT00008896,true
286-64-6563,ACCT00008897,true
434-47-4556,ACCT00008898,true
776-45-5406,ACCT00008899,true
104-84-6489,ACCT00008900,true
965-99-7406,ACCT00008901,true
615-79-3547,ACCT00008902,true
935-31-4250,ACCT00008903,true
596-90-7716,ACCT00008904,true
263-94-7727,ACCT00008905,true
482-96-3497,ACCT00008906,true
332-49-2095,ACCT00008907,true
884-83-9943,ACCT00008908,true
238-20-7556,ACCT00008909,true
907-25-3496,ACCT00008910,true
106-66-3308,ACCT00008911,true
619-72-9064,ACCT00008912,true
731-47-2500,ACCT00008913,true
273-69-6725,ACCT00008914,true
570-84-4881,ACCT00008915,true
630-50-7159,ACCT00008916,true
859-44-8010,ACCT00008917,true
439-54-4057,ACCT00008918,true
121-84-6160,ACCT00008919,true
435-43-1686,ACCT00008920,true
246-40-7500,ACCT00008921,true
594-67-3675,ACCT00008922,true
161-64-2974,ACCT00008923,true
572-75-1308,ACCT00008924,true
645-96-6324,ACCT00008925,true
340-27-2549,ACCT00008926,true
786-55-7900,ACCT00008927,true
587-66-5553,ACCT00008928,true
206-52-2718,ACCT00008929,true
771-64-6239,ACCT00008930,true
468-90-6045,ACCT00008931,true
675-75-5130,ACCT00008932,true
394-83-3386,ACCT00008933,true
437-65-7064,ACCT00008934,true
766-67-7073,ACCT00008935,true
693-74-7751,ACCT00008936,true
203-35-5914,ACCT00008937,true
545-70-3772,ACCT00008938,true
823-48-4938,ACCT00008939,true
549-56-2641,ACCT00008940,true
487-37-6620,ACCT00008941,true
690-47-4378,ACCT00008942,true
396-50-8473,ACCT00008943,true
222-63-4901,ACCT00008944,true
345-86-1573,ACCT00008945,true
248-50-1224,ACCT00008946,true
661-24-4759,ACCT00008947,true
614-96-6282,ACCT00008948,true
836-67-9667,ACCT00008949,true
114-59-9950,ACCT00008950,true
338-80-3883,ACCT00008951,true
137-52-2683,ACCT00008952,true
500-84-7336,ACCT00008953,true
582-72-2017,ACCT00008954,true
579-41-3049,ACCT00008955,true
792-81-4207,ACCT00008956,true
380-93-6786,ACCT00008957,true
927-47-3109,ACCT00008958,true
970-14-2811,ACCT00008959,true
167-40-1110,ACCT00008960,true
691-64-4451,ACCT00008961,true
823-35-8740,ACCT00008962,true
492-24-3416,ACCT00008963,true
899-28-5070,ACCT00008964,true
218-59-2139,ACCT00008965,true
611-64-6585,ACCT00008966,true
505-74-1734,ACCT00008967,true
628-22-4900,ACCT00008968,true
191-75-4608,ACCT00008969,true
143-85-2707,ACCT00008970,true
275-31-9082,ACCT00008971,true
750-20-2425,ACCT00008972,true
621-26-2764,ACCT00008973,true
469-88-6450,ACCT00008974,true
946-87-9559,ACCT00008975,true
314-56-7856,ACCT00008976,true
142-75-8742,ACCT00008977,true
557-84-9594,ACCT00008978,true
765-35-7463,ACCT00008979,true
984-52-3615,ACCT00008980,true
886-56-2097,ACCT00008981,true
391-35-2165,ACCT00008982,true
336-82-7945,ACCT00008983,true
473-67-1196,ACCT00008984,true
263-43-4352,ACCT00008985,true
104-46-1130,ACCT00008986,true
597-79-9926,ACCT00008987,true
364-66-6314,ACCT00008988,true
850-16-2404,ACCT00008989,true
272-20-4874,ACCT00008990,true
353-85-9086,ACCT00008991,true
864-46-5736,ACCT00008992,true
983-57-2953,ACCT00008993,true
998-36-9397,ACCT00008994,true
638-55-8723,ACCT00008995,true
881-24-7749,ACCT00008996,true
993-41-2613,ACCT00008997,true
244-21-6889,ACCT00008998,true
891-55-2717,ACCT00008999,true
824-13-6308,ACCT00009000,true
503-37-2574,ACCT00009001,true
736-57-6320,ACCT00009002,true
421-88-6250,ACCT00009003,true
493-42-3695,ACCT00009004,true
591-25-4917,ACCT00009005,true
211-48-2794,ACCT00009006,true
419-45-9498,ACCT00009007,true
352-38-5776,ACCT00009008,true
690-27-8958,ACCT00009009,true
869-38-8047,ACCT00009010,true
719-81-1899,ACCT00009011,true
136-42-5346,ACCT00009012,true
359-32-8187,ACCT00009013,true
821-64-2439,ACCT00009014,true
570-37-7091,ACCT00009015,true
933-96-1397,ACCT00009016,true
682-38-2258,ACCT00009017,true
299-96-2268,ACCT00009018,true
461-74-2100,ACCT00009019,true
414-30-6845,ACCT00009020,true
593-29-3255,ACCT00009021,true
585-74-5793,ACCT00009022,true
633-54-5072,ACCT00009023,true
438-66-9983,ACCT00009024,true
767-36-3415,ACCT00009025,true
616-51-2943,ACCT00009026,true
608-14-8548,ACCT00009027,true
989-17-2397,ACCT00009028,true
629-59-9334,ACCT00009029,true
969-69-4899,ACCT00009030,true
196-86-7951,ACCT00009031,true
363-87-9972,ACCT00009032,true
605-51-9568,ACCT00009033,true
879-46-1680,ACCT00009034,true
845-35-7719,ACCT00009035,true
434-56-5214,ACCT00009036,true
681-48-7997,ACCT00009037,true
856-89-4693,ACCT00009038,true
756-19-6549,ACCT00009039,true
570-33-4665,ACCT00009040,true
947-97-7939,ACCT00009041,true
709-67-7385,ACCT00009042,true
641-49-4778,ACCT00009043,true
314-88-4705,ACCT00009044,true
880-86-5644,ACCT00009045,true
320-86-9226,ACCT00009046,true
708-19-1680,ACCT00009047,true
740-74-2902,ACCT00009048,true
549-37-9851,ACCT00009049,true
551-64-3606,ACCT00009050,true
156-49-9450,ACCT00009051,true
448-99-3714,ACCT00009052,true
522-86-4138,ACCT00009053,true
586-61-4461,ACCT00009054,true
612-86-3029,ACCT00009055,true
462-55-8893,ACCT00009056,true
140-67-3596,ACCT00009057,true
506-10-2038,ACCT00009058,true
425-81-8513,ACCT00009059,true
783-76-8410,ACCT00009060,true
134-17-5053,ACCT00009061,true
747-76-1506,ACCT00009062,true
862-64-9421,ACCT00009063,true
622-49-6378,ACCT00009064,true
268-96-8112,ACCT00009065,true
193-68-9669,ACCT00009066,true
594-95-8307,ACCT00009067,true
476-92-4989,ACCT00009068,true
467-54-5199,ACCT00009069,true
770-17-2059,ACCT00009070,true
504-95-3754,ACCT00009071,true
193-17-4090,ACCT00009072,true
172-58-6916,ACCT00009073,true
666-97-7594,ACCT00009074,true
852-73-5241,ACCT00009075,true
903-97-8181,ACCT00009076,true
756-45-8733,ACCT00009077,true
750-74-9952,ACCT00009078,true
420-11-4138,ACCT00009079,true
462-96-7367,ACCT00009080,true
401-75-9163,ACCT00009081,true
533-87-7311,ACCT00009082,true
488-50-4549,ACCT00009083,true
420-73-5695,ACCT00009084,true
970-35-9091,ACCT00009085,true
602-15-6891,ACCT00009086,true
294-67-1909,ACCT00009087,true
622-83-1889,ACCT00009088,true
704-47-5249,ACCT00009089,true
144-51-7047,ACCT00009090,true
578-67-3680,ACCT00009091,true
649-33-2704,ACCT00009092,true
617-83-1549,ACCT00009093,true
921-42-1992,ACCT00009094,true
711-83-2518,ACCT00009095,true
392-94-2846,ACCT00009096,true
845-87-9586,ACCT00009097,true
121-64-4624,ACCT00009098,true
234-72-7164,ACCT00009099,true
525-38-8816,ACCT00009100,true
258-37-1137,ACCT00009101,true
709-17-9452,ACCT00009102,true
959-31-5050,ACCT00009103,true
793-94-9877,ACCT00009104,true
815-34-9320,ACCT00009105,true
439-52-1807,ACCT00009106,true
976-30-5138,ACCT00009107,true
530-27-9065,ACCT00009108,true
322-83-2237,ACCT00009109,true
886-26-8082,ACCT00009110,true
684-31-9711,ACCT00009111,true
252-29-8293,ACCT00009112,true
761-65-3257,ACCT00009113,true
424-64-4511,ACCT00009114,true
299-41-2919,ACCT00009115,true
230-19-1837,ACCT00009116,true
162-76-5010,ACCT00009117,true
123-65-5971,ACCT00009118,true
722-57-8870,ACCT00009119,true
876-47-1079,ACCT00009120,true
594-89-5745,ACCT00009121,true
431-71-1996,ACCT00009122,true
408-48-1153,ACCT00009123,true
601-29-1174,ACCT00009124,true
427-23-1920,ACCT00009125,true
979-69-7542,ACCT00009126,true
533-72-2058,ACCT00009127,true
733-20-8936,ACCT00009128,true
448-88-2017,ACCT00009129,true
861-34-8316,ACCT00009130,true
463-92-2880,ACCT00009131,true
201-80-1378,ACCT00009132,true
450-98-6656,ACCT00009133,true
289-41-8877,ACCT00009134,true
687-73-8552,ACCT00009135,true
579-58-8846,ACCT00009136,true
718-22-6491,ACCT00009137,true
891-12-3793,ACCT00009138,true
566-83-4376,ACCT00009139,true
927-69-6422,ACCT00009140,true
688-68-3860,ACCT00009141,true
468-14-5046,ACCT00009142,true
477-44-9386,ACCT00009143,true
931-52-5423,ACCT00009144,true
126-52-7097,ACCT00009145,true
186-50-1578,ACCT00009146,true
912-13-6454,ACCT00009147,true
122-54-1885,ACCT00009148,true
537-90-6661,ACCT00009149,true
405-10-6997,ACCT00009150,true
881-69-9302,ACCT00009151,true
696-37-8431,ACCT00009152,true
927-26-3567,ACCT00009153,true
995-44-9650,ACCT00009154,true
247-29-2943,ACCT00009155,true
501-62-9519,ACCT00009156,true
201-91-8406,ACCT00009157,true
382-51-9106,ACCT00009158,true
270-87-1582,ACCT00009159,true
327-69-9698,ACCT00009160,true
637-44-8208,ACCT00009161,true
229-94-9930,ACCT00009162,true
394-97-6564,ACCT00009163,true
372-96-8715,ACCT00009164,true
330-60-6672,ACCT00009165,true
791-62-9675,ACCT00009166,true
