personSsn,phoneId,isPrimary
601-94-4971,PH006716,true
445-33-5003,PH006717,true
984-67-9124,PH006718,true
902-98-6701,PH006719,true
956-71-1079,PH006720,true
915-98-1029,PH006721,true
245-22-6909,PH006722,true
354-71-6669,PH006723,true
500-77-3738,PH006724,true
626-96-2305,PH006725,true
967-93-8441,PH006726,true
897-13-6307,PH006727,true
291-78-4232,PH006728,true
273-53-9346,PH006729,true
144-91-4505,PH006730,true
199-16-9733,PH006731,true
389-60-6966,PH006732,true
410-57-8062,PH006733,true
227-90-1427,PH006734,true
424-10-8484,PH006735,true
811-18-9358,PH006736,true
912-23-6913,PH006737,true
872-27-8551,PH006738,true
666-66-2481,PH006739,true
284-61-6761,PH006740,true
663-98-3402,PH006741,true
308-27-1530,PH006742,true
676-26-6507,PH006743,true
451-49-2757,PH006744,true
987-78-8179,PH006745,true
341-50-3974,PH006746,true
638-97-5194,PH006747,true
536-67-1472,PH006748,true
110-27-8271,PH006749,true
293-68-5132,PH006750,true
693-82-2283,PH006751,true
261-84-8757,PH006752,true
350-60-4188,PH006753,true
167-25-9971,PH006754,true
631-36-1931,PH006755,true
436-92-5913,PH006756,true
949-71-3863,PH006757,true
325-32-3685,PH006758,true
260-24-8973,PH006759,true
194-36-6238,PH006760,true
236-24-3944,PH006761,true
699-51-3713,PH006762,true
961-73-6842,PH006763,true
367-16-2743,PH006764,true
380-89-9087,PH006765,true
985-81-5607,PH006766,true
776-10-5862,PH006767,true
677-46-6553,PH006768,true
669-63-7706,PH006769,true
169-86-5972,PH006770,true
158-83-7923,PH006771,true
706-67-1290,PH006772,true
274-32-3832,PH006773,true
679-11-7851,PH006774,true
862-68-8486,PH006775,true
713-82-5204,PH006776,true
586-41-3107,PH006777,true
425-15-8599,PH006778,true
267-55-8337,PH006779,true
456-85-4856,PH006780,true
832-53-2699,PH006781,true
374-28-5925,PH006782,true
660-54-8489,PH006783,true
941-56-9851,PH006784,true
323-79-1603,PH006785,true
879-43-8622,PH006786,true
648-89-9612,PH006787,true
474-66-8357,PH006788,true
426-10-6037,PH006789,true
420-29-7280,PH006790,true
800-71-2393,PH006791,true
391-36-4372,PH006792,true
445-42-7338,PH006793,true
454-22-2321,PH006794,true
161-95-8164,PH006795,true
351-40-6204,PH006796,true
642-18-3800,PH006797,true
908-56-2525,PH006798,true
457-41-9270,PH006799,true
874-81-4604,PH006800,true
191-10-1087,PH006801,true
703-88-5260,PH006802,true
566-76-6200,PH006803,true
885-25-7805,PH006804,true
938-13-8993,PH006805,true
309-24-5045,PH006806,true
559-91-4634,PH006807,true
376-72-1708,PH006808,true
790-94-6846,PH006809,true
963-57-7632,PH006810,true
582-58-8464,PH006811,true
337-61-8187,PH006812,true
717-57-4855,PH006813,true
148-81-2091,PH006814,true
839-73-3721,PH006815,true
726-72-6991,PH006816,true
699-50-6172,PH006817,true
130-33-9889,PH006818,true
932-20-9944,PH006819,true
962-67-3121,PH006820,true
842-82-6225,PH006821,true
414-27-1207,PH006822,true
618-84-1173,PH006823,true
841-17-9193,PH006824,true
487-55-5980,PH006825,true
140-22-4291,PH006826,true
873-26-5014,PH006827,true
293-56-1417,PH006828,true
417-93-1498,PH006829,true
653-48-2191,PH006830,true
850-38-6885,PH006831,true
956-44-3025,PH006832,true
923-65-1143,PH006833,true
143-59-8966,PH006834,true
514-17-4008,PH006835,true
559-53-2429,PH006836,true
556-50-6024,PH006837,true
187-88-4829,PH006838,true
817-94-3160,PH006839,true
485-18-7766,PH006840,true
862-33-2405,PH006841,true
506-40-1065,PH006842,true
771-74-1890,PH006843,true
836-42-2738,PH006844,true
102-83-6423,PH006845,true
263-26-3308,PH006846,true
382-88-1006,PH006847,true
857-47-2692,PH006848,true
379-87-6053,PH006849,true
144-97-8235,PH006850,true
854-81-8345,PH006851,true
927-76-5110,PH006852,true
693-67-6136,PH006853,true
977-96-6886,PH006854,true
471-12-7978,PH006855,true
363-17-1997,PH006856,true
768-67-9571,PH006857,true
422-63-9742,PH006858,true
429-59-4926,PH006859,true
477-11-3287,PH006860,true
276-84-6826,PH006861,true
517-57-5450,PH006862,true
869-20-2879,PH006863,true
962-72-3940,PH006864,true
564-22-4626,PH006865,true
655-48-5030,PH006866,true
594-25-5923,PH006867,true
381-28-9376,PH006868,true
698-59-5752,PH006869,true
255-16-1271,PH006870,true
458-44-8257,PH006871,true
499-88-8395,PH006872,true
337-95-4511,PH006873,true
395-73-5964,PH006874,true
266-82-3409,PH006875,true
721-18-7428,PH006876,true
143-40-3428,PH006877,true
735-20-7867,PH006878,true
378-33-1289,PH006879,true
460-30-9618,PH006880,true
885-97-3174,PH006881,true
310-94-3431,PH006882,true
748-92-8057,PH006883,true
701-74-7381,PH006884,true
264-11-9880,PH006885,true
772-43-7124,PH006886,true
401-28-4930,PH006887,true
169-22-6305,PH006888,true
504-91-4036,PH006889,true
309-56-9847,PH006890,true
381-52-7994,PH006891,true
565-88-1741,PH006892,true
405-19-2235,PH006893,true
724-24-3939,PH006894,true
926-90-5619,PH006895,true
954-33-1899,PH006896,true
686-95-3265,PH006897,true
886-73-7913,PH006898,true
603-37-8725,PH006899,true
342-70-2534,PH006900,true
963-37-8900,PH006901,true
797-19-8027,PH006902,true
230-54-7429,PH006903,true
154-24-6277,PH006904,true
527-77-8952,PH006905,true
993-61-9990,PH006906,true
789-35-4881,PH006907,true
461-16-1341,PH006908,true
617-42-7898,PH006909,true
700-88-7476,PH006910,true
437-99-4858,PH006911,true
780-19-6474,PH006912,true
742-96-2613,PH006913,true
302-12-9473,PH006914,true
628-34-9849,PH006915,true
902-91-9343,PH006916,true
730-25-9821,PH006917,true
645-69-8941,PH006918,true
403-23-6379,PH006919,true
315-92-2988,PH006920,true
193-30-5793,PH006921,true
998-21-7216,PH006922,true
565-87-1264,PH006923,true
670-28-4284,PH006924,true
704-76-6523,PH006925,true
276-84-7782,PH006926,true
988-37-1547,PH006927,true
806-79-7203,PH006928,true
981-42-4930,PH006929,true
678-94-2529,PH006930,true
484-36-9857,PH006931,true
384-50-4450,PH006932,true
683-82-4137,PH006933,true
141-84-9320,PH006934,true
597-90-6048,PH006935,true
938-36-7324,PH006936,true
645-43-2409,PH006937,true
532-45-2741,PH006938,true
702-26-4205,PH006939,true
270-91-6021,PH006940,true
242-14-1181,PH006941,true
319-37-2328,PH006942,true
759-87-7902,PH006943,true
980-75-9649,PH006944,true
181-65-9791,PH006945,true
416-22-4801,PH006946,true
377-52-7574,PH006947,true
674-45-2014,PH006948,true
502-66-5708,PH006949,true
636-87-5564,PH006950,true
680-16-8134,PH006951,true
373-62-2123,PH006952,true
853-11-7693,PH006953,true
381-87-7656,PH006954,true
770-96-9361,PH006955,true
767-92-4207,PH006956,true
924-81-9522,PH006957,true
887-20-1569,PH006958,true
563-54-6785,PH006959,true
740-69-8863,PH006960,true
823-80-5826,PH006961,true
114-39-5166,PH006962,true
842-64-6663,PH006963,true
746-40-2182,PH006964,true
894-84-5645,PH006965,true
304-76-1327,PH006966,true
102-92-7091,PH006967,true
264-53-4376,PH006968,true
499-78-9147,PH006969,true
494-55-6486,PH006970,true
476-25-4920,PH006971,true
813-60-1435,PH006972,true
105-71-6691,PH006973,true
944-24-1944,PH006974,true
231-58-7739,PH006975,true
809-48-9756,PH006976,true
231-33-8961,PH006977,true
208-20-3413,PH006978,true
441-54-6747,PH006979,true
210-75-8573,PH006980,true
493-68-8889,PH006981,true
112-93-3031,PH006982,true
904-49-9385,PH006983,true
594-58-4773,PH006984,true
472-57-3707,PH006985,true
989-11-7871,PH006986,true
290-83-7641,PH006987,true
361-88-2749,PH006988,true
131-99-6828,PH006989,true
837-32-5931,PH006990,true
499-21-3904,PH006991,true
507-10-7185,PH006992,true
912-30-8586,PH006993,true
534-99-7208,PH006994,true
524-65-3313,PH006995,true
836-94-7230,PH006996,true
560-92-2175,PH006997,true
873-35-6278,PH006998,true
139-70-1717,PH006999,true
712-67-5946,PH007000,true
364-20-6826,PH007001,true
878-97-4580,PH007002,true
856-10-1133,PH007003,true
467-93-7698,PH007004,true
955-79-2311,PH007005,true
512-61-9634,PH007006,true
210-28-7351,PH007007,true
187-33-4727,PH007008,true
115-72-8848,PH007009,true
189-57-6549,PH007010,true
507-82-3470,PH007011,true
185-48-1496,PH007012,true
943-37-5683,PH007013,true
207-86-8516,PH007014,true
612-78-2126,PH007015,true
601-89-9722,PH007016,true
853-70-7446,PH007017,true
645-84-6504,PH007018,true
340-15-4242,PH007019,true
367-65-5358,PH007020,true
387-79-9134,PH007021,true
247-66-8075,PH007022,true
755-62-5434,PH007023,true
848-85-8354,PH007024,true
992-61-1530,PH007025,true
882-91-3873,PH007026,true
435-19-9296,PH007027,true
423-28-6251,PH007028,true
608-30-8725,PH007029,true
820-20-5980,PH007030,true
907-25-2183,PH007031,true
361-42-2802,PH007032,true
393-13-3308,PH007033,true
351-77-3916,PH007034,true
135-97-5036,PH007035,true
658-60-4897,PH007036,true
671-70-8793,PH007037,true
109-42-3041,PH007038,true
537-22-9827,PH007039,true
140-85-3690,PH007040,true
822-83-1672,PH007041,true
414-75-8367,PH007042,true
233-96-9361,PH007043,true
159-47-5893,PH007044,true
451-59-9668,PH007045,true
309-34-2422,PH007046,true
460-83-2408,PH007047,true
342-65-4729,PH007048,true
242-62-1791,PH007049,true
126-24-7333,PH007050,true
758-31-4695,PH007051,true
544-19-2918,PH007052,true
137-51-6330,PH007053,true
239-56-7902,PH007054,true
229-31-8622,PH007055,true
698-51-9802,PH007056,true
445-30-3392,PH007057,true
208-40-6400,PH007058,true
106-67-9534,PH007059,true
553-86-1661,PH007060,true
445-60-1792,PH007061,true
282-92-6405,PH007062,true
653-60-4524,PH007063,true
853-19-1598,PH007064,true
128-83-1384,PH007065,true
261-82-9467,PH007066,true
734-67-1309,PH007067,true
584-52-6667,PH007068,true
970-22-7852,PH007069,true
851-90-4013,PH007070,true
800-14-4609,PH007071,true
138-74-7431,PH007072,true
806-52-3902,PH007073,true
261-11-9329,PH007074,true
668-68-6448,PH007075,true
758-46-5050,PH007076,true
148-89-9443,PH007077,true
399-69-7802,PH007078,true
813-58-9046,PH007079,true
499-53-7514,PH007080,true
383-89-6962,PH007081,true
775-33-8449,PH007082,true
226-98-2146,PH007083,true
624-30-3131,PH007084,true
402-83-2080,PH007085,true
462-60-1168,PH007086,true
165-18-6672,PH007087,true
743-98-1017,PH007088,true
860-51-6233,PH007089,true
121-31-7096,PH007090,true
419-61-6566,PH007091,true
444-90-8798,PH007092,true
865-24-1675,PH007093,true
160-58-1845,PH007094,true
897-27-2483,PH007095,true
437-36-8770,PH007096,true
607-93-8705,PH007097,true
471-27-4781,PH007098,true
434-52-6618,PH007099,true
110-71-7396,PH007100,true
977-61-3714,PH007101,true
273-84-8664,PH007102,true
408-18-1348,PH007103,true
736-59-8847,PH007104,true
416-75-7344,PH007105,true
509-39-5551,PH007106,true
863-49-9191,PH007107,true
497-52-4958,PH007108,true
204-67-6412,PH007109,true
414-62-3487,PH007110,true
779-33-2860,PH007111,true
235-69-7988,PH007112,true
955-59-8050,PH007113,true
518-60-1010,PH007114,true
737-67-8720,PH007115,true
469-25-6482,PH007116,true
642-37-9053,PH007117,true
224-56-2773,PH007118,true
720-84-5472,PH007119,true
495-99-8028,PH007120,true
191-51-8456,PH007121,true
290-67-9187,PH007122,true
832-80-2350,PH007123,true
793-36-5358,PH007124,true
457-86-1043,PH007125,true
414-51-1296,PH007126,true
558-62-8942,PH007127,true
233-79-7014,PH007128,true
675-71-3709,PH007129,true
363-76-6689,PH007130,true
727-80-7485,PH007131,true
733-99-1205,PH007132,true
536-78-2114,PH007133,true
990-72-4375,PH007134,true
914-33-2314,PH007135,true
882-51-8801,PH007136,true
762-18-8174,PH007137,true
980-42-6148,PH007138,true
488-48-6617,PH007139,true
210-89-9625,PH007140,true
222-91-8534,PH007141,true
551-83-1720,PH007142,true
586-39-8702,PH007143,true
448-17-1704,PH007144,true
117-61-9075,PH007145,true
161-38-5680,PH007146,true
178-10-8082,PH007147,true
603-41-9985,PH007148,true
997-63-7934,PH007149,true
990-40-5184,PH007150,true
136-31-7819,PH007151,true
622-11-2811,PH007152,true
485-16-8484,PH007153,true
109-70-1663,PH007154,true
437-75-9450,PH007155,true
557-31-2377,PH007156,true
172-55-5641,PH007157,true
799-94-6100,PH007158,true
868-31-3735,PH007159,true
147-22-1168,PH007160,true
240-92-9632,PH007161,true
352-74-5805,PH007162,true
152-91-7904,PH007163,true
322-49-8588,PH007164,true
525-66-4649,PH007165,true
972-96-7304,PH007166,true
251-41-5983,PH007167,true
330-52-1679,PH007168,true
516-10-9784,PH007169,true
977-18-5449,PH007170,true
331-56-8021,PH007171,true
100-73-2342,PH007172,true
485-98-1551,PH007173,true
335-77-8530,PH007174,true
716-17-7368,PH007175,true
480-34-6868,PH007176,true
116-19-2073,PH007177,true
316-93-8960,PH007178,true
921-90-7978,PH007179,true
483-80-8964,PH007180,true
622-63-3575,PH007181,true
401-80-5054,PH007182,true
944-11-8514,PH007183,true
622-79-1034,PH007184,true
861-39-7051,PH007185,true
307-92-8011,PH007186,true
917-54-4987,PH007187,true
108-86-1651,PH007188,true
184-64-1879,PH007189,true
233-30-8839,PH007190,true
405-89-3243,PH007191,true
983-10-4346,PH007192,true
665-44-2729,PH007193,true
977-90-2646,PH007194,true
294-21-2562,PH007195,true
910-29-4886,PH007196,true
996-47-2252,PH007197,true
365-50-4518,PH007198,true
267-34-7593,PH007199,true
332-91-8767,PH007200,true
239-12-5005,PH007201,true
296-67-7557,PH007202,true
469-74-4768,PH007203,true
112-83-1802,PH007204,true
208-70-3222,PH007205,true
505-10-2002,PH007206,true
361-79-5940,PH007207,true
116-77-8518,PH007208,true
219-57-2201,PH007209,true
215-60-8912,PH007210,true
401-87-7289,PH007211,true
808-35-4510,PH007212,true
645-53-1594,PH007213,true
898-75-1662,PH007214,true
108-14-7323,PH007215,true
552-67-3292,PH007216,true
526-30-1981,PH007217,true
397-76-8768,PH007218,true
255-29-6968,PH007219,true
858-89-4154,PH007220,true
877-14-1234,PH007221,true
376-26-9367,PH007222,true
224-27-6259,PH007223,true
295-48-6752,PH007224,true
360-26-9519,PH007225,true
877-81-8949,PH007226,true
219-99-2676,PH007227,true
865-75-9225,PH007228,true
674-16-1729,PH007229,true
495-44-8103,PH007230,true
527-51-6844,PH007231,true
908-95-4138,PH007232,true
331-69-8399,PH007233,true
239-58-1516,PH007234,true
197-67-8331,PH007235,true
603-68-5066,PH007236,true
988-25-9907,PH007237,true
268-23-7645,PH007238,true
719-93-5751,PH007239,true
256-85-7556,PH007240,true
145-43-1539,PH007241,true
795-24-4377,PH007242,true
952-15-9090,PH007243,true
889-32-1777,PH007244,true
860-63-3594,PH007245,true
225-46-8174,PH007246,true
401-86-9005,PH007247,true
604-76-7688,PH007248,true
219-11-1650,PH007249,true
143-16-1852,PH007250,true
865-45-1225,PH007251,true
540-97-1081,PH007252,true
681-86-4895,PH007253,true
366-20-6804,PH007254,true
781-50-5346,PH007255,true
108-50-7001,PH007256,true
900-40-4491,PH007257,true
154-24-9135,PH007258,true
648-34-9877,PH007259,true
786-36-2111,PH007260,true
562-23-7757,PH007261,true
161-21-1122,PH007262,true
430-94-8811,PH007263,true
105-68-3152,PH007264,true
238-82-2012,PH007265,true
124-24-4995,PH007266,true
845-21-4014,PH007267,true
720-66-8084,PH007268,true
778-76-7539,PH007269,true
397-30-5602,PH007270,true
225-56-1593,PH007271,true
800-82-3551,PH007272,true
791-46-7498,PH007273,true
671-79-6728,PH007274,true
677-14-6830,PH007275,true
272-16-4736,PH007276,true
170-88-8646,PH007277,true
462-50-9106,PH007278,true
345-40-3780,PH007279,true
331-34-1498,PH007280,true
745-26-5359,PH007281,true
921-47-1832,PH007282,true
554-16-6868,PH007283,true
548-66-2611,PH007284,true
925-41-2214,PH007285,true
261-52-1333,PH007286,true
255-66-4548,PH007287,true
985-20-2832,PH007288,true
252-70-2294,PH007289,true
622-96-1261,PH007290,true
686-67-4399,PH007291,true
345-69-3400,PH007292,true
234-98-2160,PH007293,true
151-54-9763,PH007294,true
259-68-6526,PH007295,true
772-13-2112,PH007296,true
119-20-5770,PH007297,true
375-88-1387,PH007298,true
490-31-5482,PH007299,true
157-12-9605,PH007300,true
110-86-9492,PH007301,true
941-12-8587,PH007302,true
161-15-1069,PH007303,true
942-48-3950,PH007304,true
632-82-3415,PH007305,true
530-94-9915,PH007306,true
414-97-4247,PH007307,true
818-52-8273,PH007308,true
508-17-3465,PH007309,true
927-93-7265,PH007310,true
324-45-3617,PH007311,true
724-65-6074,PH007312,true
958-41-8739,PH007313,true
123-82-4175,PH007314,true
709-44-1018,PH007315,true
118-55-2571,PH007316,true
662-63-3094,PH007317,true
539-87-1692,PH007318,true
532-13-6275,PH007319,true
184-14-1576,PH007320,true
625-88-7823,PH007321,true
827-73-1516,PH007322,true
375-19-4240,PH007323,true
731-58-3804,PH007324,true
787-40-2048,PH007325,true
173-13-4645,PH007326,true
694-41-4701,PH007327,true
264-70-4754,PH007328,true
350-58-5108,PH007329,true
607-48-8187,PH007330,true
682-97-8845,PH007331,true
541-29-5973,PH007332,true
641-49-1704,PH007333,true
412-69-3957,PH007334,true
359-23-3687,PH007335,true
843-80-5749,PH007336,true
371-93-9706,PH007337,true
895-78-9123,PH007338,true
847-21-7255,PH007339,true
426-63-9411,PH007340,true
871-88-6798,PH007341,true
153-69-3437,PH007342,true
326-17-2499,PH007343,true
907-59-2950,PH007344,true
238-19-9228,PH007345,true
581-65-1953,PH007346,true
137-71-2033,PH007347,true
200-50-4772,PH007348,true
312-80-3849,PH007349,true
489-39-6353,PH007350,true
634-44-6350,PH007351,true
890-23-9052,PH007352,true
390-97-6723,PH007353,true
934-38-2256,PH007354,true
598-92-8493,PH007355,true
286-66-6508,PH007356,true
321-16-2302,PH007357,true
340-67-7385,PH007358,true
221-65-8879,PH007359,true
279-17-1707,PH007360,true
971-81-7728,PH007361,true
247-23-2621,PH007362,true
746-92-8930,PH007363,true
499-92-5327,PH007364,true
968-27-8742,PH007365,true
783-61-6680,PH007366,true
551-17-9183,PH007367,true
832-51-8992,PH007368,true
613-98-7827,PH007369,true
494-71-5422,PH007370,true
426-45-3284,PH007371,true
913-96-6966,PH007372,true
582-17-5738,PH007373,true
616-88-8928,PH007374,true
368-24-7603,PH007375,true
916-24-4527,PH007376,true
735-60-6315,PH007377,true
446-42-4972,PH007378,true
715-32-9110,PH007379,true
941-99-7155,PH007380,true
775-60-1492,PH007381,true
444-64-2627,PH007382,true
594-27-9271,PH007383,true
824-79-9854,PH007384,true
479-34-9552,PH007385,true
173-93-8178,PH007386,true
172-75-9852,PH007387,true
433-41-5970,PH007388,true
814-17-5138,PH007389,true
589-20-5886,PH007390,true
620-83-4670,PH007391,true
403-62-4475,PH007392,true
627-63-1769,PH007393,true
798-75-5796,PH007394,true
106-78-3195,PH007395,true
575-42-4389,PH007396,true
649-56-5808,PH007397,true
286-96-7575,PH007398,true
446-98-1136,PH007399,true
505-67-6191,PH007400,true
540-24-1438,PH007401,true
633-16-1492,PH007402,true
757-68-8750,PH007403,true
856-28-5943,PH007404,true
909-39-7749,PH007405,true
508-74-3716,PH007406,true
559-68-9555,PH007407,true
672-64-4832,PH007408,true
560-96-4215,PH007409,true
379-14-7179,PH007410,true
963-79-7431,PH007411,true
626-85-5805,PH007412,true
205-87-3174,PH007413,true
426-52-5101,PH007414,true
621-47-2480,PH007415,true
360-48-6438,PH007416,true
828-99-7228,PH007417,true
781-31-6504,PH007418,true
237-17-7240,PH007419,true
864-92-5076,PH007420,true
752-21-9655,PH007421,true
922-94-3382,PH007422,true
660-23-3614,PH007423,true
311-35-1067,PH007424,true
773-68-2982,PH007425,true
540-63-1209,PH007426,true
189-86-7344,PH007427,true
129-18-7641,PH007428,true
907-63-5521,PH007429,true
725-18-6466,PH007430,true
947-47-2946,PH007431,true
664-17-2677,PH007432,true
251-41-4045,PH007433,true
950-64-8326,PH007434,true
597-20-7103,PH007435,true
224-36-5585,PH007436,true
394-89-5798,PH007437,true
185-21-8039,PH007438,true
775-77-1193,PH007439,true
933-20-9079,PH007440,true
440-88-6465,PH007441,true
187-60-4226,PH007442,true
305-61-6082,PH007443,true
328-19-5594,PH007444,true
426-99-1743,PH007445,true
780-92-7019,PH007446,true
637-67-8542,PH007447,true
698-99-3452,PH007448,true
424-84-4796,PH007449,true
967-87-6853,PH007450,true
930-10-7032,PH007451,true
862-13-9712,PH007452,true
266-81-6273,PH007453,true
942-11-3838,PH007454,true
635-73-1578,PH007455,true
380-51-8647,PH007456,true
147-39-3088,PH007457,true
842-83-2751,PH007458,true
940-68-1591,PH007459,true
304-47-2131,PH007460,true
296-53-1454,PH007461,true
198-36-1512,PH007462,true
694-43-4467,PH007463,true
280-87-4208,PH007464,true
848-19-8052,PH007465,true
571-12-1720,PH007466,true
924-19-6456,PH007467,true
456-44-7280,PH007468,true
148-71-6198,PH007469,true
491-19-5717,PH007470,true
451-68-5710,PH007471,true
825-84-3401,PH007472,true
638-15-2740,PH007473,true
424-26-4509,PH007474,true
851-36-3475,PH007475,true
307-76-7720,PH007476,true
228-20-4702,PH007477,true
486-77-2643,PH007478,true
154-14-5648,PH007479,true
219-52-3854,PH007480,true
195-28-4740,PH007481,true
145-22-9112,PH007482,true
132-80-7034,PH007483,true
229-53-3155,PH007484,true
462-78-4325,PH007485,true
130-75-2207,PH007486,true
113-88-9892,PH007487,true
842-27-6165,PH007488,true
699-59-7522,PH007489,true
700-93-9120,PH007490,true
686-60-2469,PH007491,true
468-68-8912,PH007492,true
279-52-5966,PH007493,true
739-97-6405,PH007494,true
598-26-5698,PH007495,true
703-69-8648,PH007496,true
766-25-8224,PH007497,true
344-65-4865,PH007498,true
416-19-2032,PH007499,true
496-31-3233,PH007500,true
906-56-1018,PH007501,true
760-37-9619,PH007502,true
155-36-9622,PH007503,true
642-32-3845,PH007504,true
750-35-2012,PH007505,true
119-35-6167,PH007506,true
605-77-7929,PH007507,true
740-77-2346,PH007508,true
617-58-7896,PH007509,true
343-47-7582,PH007510,true
452-25-9271,PH007511,true
255-60-2737,PH007512,true
786-28-8788,PH007513,true
343-86-7776,PH007514,true
267-26-1265,PH007515,true
253-16-8709,PH007516,true
497-98-7442,PH007517,true
314-27-5091,PH007518,true
695-61-4491,PH007519,true
521-25-4529,PH007520,true
528-62-1424,PH007521,true
572-55-2609,PH007522,true
703-34-8473,PH007523,true
760-46-4971,PH007524,true
579-99-7255,PH007525,true
276-87-9968,PH007526,true
553-25-5646,PH007527,true
208-53-4756,PH007528,true
440-67-9584,PH007529,true
604-90-7698,PH007530,true
662-26-9730,PH007531,true
370-72-1693,PH007532,true
560-25-8095,PH007533,true
685-85-1216,PH007534,true
824-99-6779,PH007535,true
454-62-1628,PH007536,true
398-78-9915,PH007537,true
342-71-2423,PH007538,true
959-11-1421,PH007539,true
676-69-3206,PH007540,true
197-85-3654,PH007541,true
958-78-9566,PH007542,true
293-22-4007,PH007543,true
862-73-7016,PH007544,true
726-63-9986,PH007545,true
471-52-5948,PH007546,true
444-71-6048,PH007547,true
343-20-6033,PH007548,true
578-95-7026,PH007549,true
299-75-7918,PH007550,true
143-81-6868,PH007551,true
746-45-7242,PH007552,true
126-61-9001,PH007553,true
206-39-4525,PH007554,true
705-84-3510,PH007555,true
539-19-5747,PH007556,true
319-96-9201,PH007557,true
724-33-1364,PH007558,true
264-25-7199,PH007559,true
474-57-1145,PH007560,true
668-50-6803,PH007561,true
956-66-1899,PH007562,true
669-63-9658,PH007563,true
913-46-2608,PH007564,true
853-35-4395,PH007565,true
553-75-8109,PH007566,true
643-18-8886,PH007567,true
279-47-3379,PH007568,true
376-17-5938,PH007569,true
812-19-8940,PH007570,true
291-35-2325,PH007571,true
154-49-2996,PH007572,true
605-36-8673,PH007573,true
368-57-7833,PH007574,true
201-54-7517,PH007575,true
423-39-2952,PH007576,true
950-45-6148,PH007577,true
343-40-4866,PH007578,true
109-46-3127,PH007579,true
747-96-5751,PH007580,true
550-87-6303,PH007581,true
284-52-9149,PH007582,true
659-90-5334,PH007583,true
826-85-5839,PH007584,true
373-14-3440,PH007585,true
984-33-2005,PH007586,true
623-11-3406,PH007587,true
786-22-3213,PH007588,true
197-26-2160,PH007589,true
575-88-2963,PH007590,true
843-76-8478,PH007591,true
560-75-7680,PH007592,true
507-38-8931,PH007593,true
501-80-7081,PH007594,true
143-45-4898,PH007595,true
675-46-2192,PH007596,true
374-61-8433,PH007597,true
825-66-3102,PH007598,true
869-10-2793,PH007599,true
177-27-3382,PH007600,true
711-61-5419,PH007601,true
654-32-2781,PH007602,true
643-83-3752,PH007603,true
696-85-6142,PH007604,true
219-37-1529,PH007605,true
176-54-1933,PH007606,true
760-85-3614,PH007607,true
424-55-7326,PH007608,true
967-12-6081,PH007609,true
699-26-3399,PH007610,true
735-78-7166,PH007611,true
820-30-1552,PH007612,true
176-62-1655,PH007613,true
163-26-1138,PH007614,true
794-90-4365,PH007615,true
912-64-2244,PH007616,true
463-33-8396,PH007617,true
489-87-4648,PH007618,true
999-95-3291,PH007619,true
457-13-4741,PH007620,true
142-68-3741,PH007621,true
312-57-8342,PH007622,true
396-80-9935,PH007623,true
438-35-6296,PH007624,true
973-77-8712,PH007625,true
929-52-9301,PH007626,true
200-28-4192,PH007627,true
167-22-4193,PH007628,true
495-31-5568,PH007629,true
990-18-3915,PH007630,true
702-91-9107,PH007631,true
212-49-1553,PH007632,true
814-32-7722,PH007633,true
644-40-1422,PH007634,true
728-40-5693,PH007635,true
592-97-6966,PH007636,true
820-67-3924,PH007637,true
601-13-8176,PH007638,true
327-48-8867,PH007639,true
145-68-9830,PH007640,true
612-73-5841,PH007641,true
967-49-8813,PH007642,true
796-20-4814,PH007643,true
468-51-3398,PH007644,true
372-72-7098,PH007645,true
273-59-1482,PH007646,true
952-18-8952,PH007647,true
685-21-4150,PH007648,true
800-11-3024,PH007649,true
290-85-7599,PH007650,true
425-12-8927,PH007651,true
582-59-6971,PH007652,true
634-60-5111,PH007653,true
582-15-9064,PH007654,true
726-41-1951,PH007655,true
678-86-7327,PH007656,true
905-67-3178,PH007657,true
362-81-8436,PH007658,true
278-34-1191,PH007659,true
478-70-5866,PH007660,true
166-13-3344,PH007661,true
341-31-7590,PH007662,true
151-22-8897,PH007663,true
959-74-4839,PH007664,true
875-53-6369,PH007665,true
479-75-2865,PH007666,true
738-72-4366,PH007667,true
526-58-7027,PH007668,true
940-68-8375,PH007669,true
303-88-4292,PH007670,true
254-25-8732,PH007671,true
371-48-2350,PH007672,true
142-83-5380,PH007673,true
333-44-4050,PH007674,true
936-17-3792,PH007675,true
198-81-5756,PH007676,true
677-57-7693,PH007677,true
537-62-1562,PH007678,true
546-78-6880,PH007679,true
439-74-7917,PH007680,true
907-51-5989,PH007681,true
757-73-2380,PH007682,true
731-33-8657,PH007683,true
664-36-1607,PH007684,true
995-51-5454,PH007685,true
359-98-4022,PH007686,true
677-96-3324,PH007687,true
617-28-1961,PH007688,true
840-38-2269,PH007689,true
540-25-4646,PH007690,true
551-64-7743,PH007691,true
898-61-8824,PH007692,true
545-84-4863,PH007693,true
409-48-4180,PH007694,true
450-97-7698,PH007695,true
614-73-7296,PH007696,true
516-24-2328,PH007697,true
535-70-5029,PH007698,true
447-60-1910,PH007699,true
111-61-5642,PH007700,true
594-74-3794,PH007701,true
955-81-2217,PH007702,true
552-62-5671,PH007703,true
826-30-8333,PH007704,true
805-91-7566,PH007705,true
192-93-5010,PH007706,true
766-74-6746,PH007707,true
390-33-3812,PH007708,true
710-31-1458,PH007709,true
540-75-5477,PH007710,true
845-77-2823,PH007711,true
221-95-4788,PH007712,true
769-62-5392,PH007713,true
