personSsn,addressId,since,isPrimary
566-75-1889,ADDR019015,2024-11-09,true
837-64-3191,ADDR019016,2023-10-23,true
813-92-3511,ADDR019017,2024-10-30,true
877-21-1393,ADDR019018,2023-05-05,true
930-53-7654,ADDR019019,2023-12-16,true
253-32-7776,ADDR019020,2024-09-20,true
318-52-9801,ADDR019021,2023-06-04,true
872-61-8668,ADDR019022,2024-12-18,true
460-37-9657,ADDR019023,2022-05-27,true
205-14-6534,ADDR019024,2022-09-28,true
197-96-5776,ADDR019025,2024-11-27,true
870-80-9127,ADDR019026,2022-01-03,true
487-52-8433,ADDR019027,2023-03-29,true
382-45-6285,ADDR019028,2023-04-16,true
455-15-3195,ADDR019029,2022-06-04,true
463-36-6724,ADDR019030,2023-03-28,true
709-30-4714,ADDR019031,2023-07-04,true
633-16-3732,ADDR019032,2024-04-27,true
152-33-7446,ADDR019033,2023-02-28,true
947-14-8384,ADDR019034,2022-11-09,true
329-50-3675,ADDR019035,2024-03-27,true
909-53-7186,ADDR019036,2023-09-28,true
833-42-9680,ADDR019037,2023-06-05,true
578-14-3676,ADDR019038,2024-12-31,true
888-63-2555,ADDR019039,2024-05-25,true
391-60-9658,ADDR019040,2022-12-17,true
778-76-3479,ADDR019041,2023-06-06,true
976-70-3912,ADDR019042,2023-11-30,true
408-50-2765,ADDR019043,2024-12-11,true
758-69-2575,ADDR019044,2023-11-25,true
977-48-4260,ADDR019045,2022-09-26,true
963-42-7287,ADDR019046,2023-02-03,true
179-11-6272,ADDR019047,2022-03-06,true
674-91-4731,ADDR019048,2024-03-18,true
125-49-6070,ADDR019049,2023-03-15,true
239-21-1375,ADDR019050,2022-04-22,true
631-21-8721,ADDR019051,2022-04-26,true
585-62-9915,ADDR019052,2022-09-28,true
711-90-5623,ADDR019053,2022-02-02,true
660-93-6436,ADDR019054,2023-12-11,true
518-87-4988,ADDR019055,2022-04-02,true
787-48-1392,ADDR019056,2024-02-01,true
576-78-6811,ADDR019057,2024-07-13,true
231-82-9544,ADDR019058,2023-05-28,true
794-41-9266,ADDR019059,2023-08-07,true
548-99-1216,ADDR019060,2022-03-22,true
191-90-9323,ADDR019061,2024-10-24,true
708-49-4256,ADDR019062,2023-05-02,true
808-46-1660,ADDR019063,2024-01-31,true
805-59-1706,ADDR019064,2023-07-20,true
330-46-5156,ADDR019065,2023-08-10,true
441-13-1316,ADDR019066,2024-01-13,true
412-79-3375,ADDR019067,2024-01-15,true
226-89-2021,ADDR019068,2022-06-30,true
555-86-1095,ADDR019069,2024-02-04,true
222-19-1159,ADDR019070,2022-09-18,true
782-36-8853,ADDR019071,2023-10-20,true
897-42-8201,ADDR019072,2022-02-04,true
678-73-3078,ADDR019073,2023-03-25,true
337-79-7634,ADDR019074,2024-11-20,true
536-78-4311,ADDR019075,2023-11-14,true
179-48-7457,ADDR019076,2022-01-16,true
432-82-1111,ADDR019077,2022-09-19,true
606-78-8989,ADDR019078,2024-06-15,true
396-90-5622,ADDR019079,2022-10-28,true
780-93-2230,ADDR019080,2023-08-28,true
274-29-7738,ADDR019081,2024-12-28,true
678-20-6046,ADDR019082,2022-06-19,true
440-25-3538,ADDR019083,2022-01-28,true
698-83-4738,ADDR019084,2023-09-04,true
216-38-9574,ADDR019085,2023-08-15,true
958-93-2555,ADDR019086,2024-07-16,true
981-38-6241,ADDR019087,2023-01-26,true
284-51-7954,ADDR019088,2022-03-26,true
594-78-5422,ADDR019089,2024-04-15,true
428-86-7526,ADDR019090,2024-05-09,true
464-73-1803,ADDR019091,2023-03-06,true
266-47-6910,ADDR019092,2023-06-18,true
244-54-4442,ADDR019093,2022-09-15,true
613-70-7087,ADDR019094,2022-04-22,true
287-30-2327,ADDR019095,2022-09-28,true
394-62-4391,ADDR019096,2024-09-03,true
292-56-2144,ADDR019097,2023-03-20,true
187-82-4080,ADDR019098,2024-03-31,true
211-44-9863,ADDR019099,2022-09-22,true
676-87-8637,ADDR019100,2023-10-05,true
758-85-2976,ADDR019101,2024-07-23,true
531-83-4132,ADDR019102,2022-07-20,true
134-57-9845,ADDR019103,2022-09-16,true
579-12-6467,ADDR019104,2022-01-22,true
383-23-9901,ADDR019105,2023-12-30,true
722-82-4352,ADDR019106,2022-08-02,true
461-21-6285,ADDR019107,2023-02-23,true
502-35-3951,ADDR019108,2023-01-15,true
803-24-5927,ADDR019109,2024-09-21,true
386-24-8476,ADDR019110,2023-02-06,true
337-45-6113,ADDR019111,2023-04-06,true
900-60-6481,ADDR019112,2024-05-31,true
221-53-8780,ADDR019113,2023-08-08,true
444-48-2294,ADDR019114,2024-09-16,true
973-16-3456,ADDR019115,2023-08-07,true
761-13-6357,ADDR019116,2024-02-29,true
207-13-5027,ADDR019117,2024-10-02,true
136-66-7981,ADDR019118,2024-11-05,true
946-27-7670,ADDR019119,2024-01-22,true
998-95-5791,ADDR019120,2024-10-06,true
243-93-3734,ADDR019121,2022-12-16,true
784-70-3949,ADDR019122,2022-01-09,true
380-54-3869,ADDR019123,2024-03-29,true
207-78-9379,ADDR019124,2023-07-13,true
822-24-2443,ADDR019125,2024-06-10,true
712-88-4211,ADDR019126,2022-08-05,true
796-89-6322,ADDR019127,2024-02-16,true
842-32-8284,ADDR019128,2023-05-26,true
123-78-2016,ADDR019129,2023-11-06,true
469-11-2972,ADDR019130,2023-06-11,true
980-90-1022,ADDR019131,2023-02-21,true
141-92-9831,ADDR019132,2024-04-10,true
629-89-7097,ADDR019133,2024-05-17,true
871-98-5269,ADDR019134,2024-04-14,true
942-35-5162,ADDR019135,2024-10-08,true
305-34-5570,ADDR019136,2023-10-16,true
402-27-1030,ADDR019137,2022-12-20,true
788-78-4069,ADDR019138,2024-01-15,true
162-17-4206,ADDR019139,2024-08-28,true
375-90-6551,ADDR019140,2024-12-27,true
993-91-3061,ADDR019141,2023-05-28,true
248-39-2223,ADDR019142,2024-06-20,true
254-30-7398,ADDR019143,2024-07-31,true
809-61-2167,ADDR019144,2022-10-25,true
578-57-4216,ADDR019145,2022-11-08,true
697-34-7825,ADDR019146,2022-03-03,true
132-48-9660,ADDR019147,2022-02-19,true
528-12-7952,ADDR019148,2022-06-04,true
137-39-8313,ADDR019149,2023-05-09,true
476-61-7882,ADDR019150,2023-01-19,true
632-93-9616,ADDR019151,2022-03-28,true
351-92-3066,ADDR019152,2022-03-23,true
826-83-5529,ADDR019153,2024-11-24,true
510-83-6764,ADDR019154,2024-01-04,true
582-80-3247,ADDR019155,2024-08-23,true
975-49-3278,ADDR019156,2023-10-23,true
222-63-1773,ADDR019157,2024-06-20,true
481-88-1760,ADDR019158,2023-09-07,true
420-93-1768,ADDR019159,2023-04-05,true
490-27-5785,ADDR019160,2024-02-21,true
161-95-1341,ADDR019161,2024-11-23,true
209-30-9688,ADDR019162,2022-04-03,true
227-63-3029,ADDR019163,2024-02-06,true
656-65-9422,ADDR019164,2022-02-08,true
994-70-3351,ADDR019165,2024-07-29,true
399-86-7422,ADDR019166,2022-07-24,true
438-80-8298,ADDR019167,2024-09-04,true
410-40-5521,ADDR019168,2024-06-08,true
995-92-4777,ADDR019169,2023-08-28,true
754-91-5501,ADDR019170,2024-08-08,true
318-64-8312,ADDR019171,2023-02-22,true
373-42-7677,ADDR019172,2023-11-26,true
803-64-2097,ADDR019173,2022-01-10,true
383-61-9247,ADDR019174,2024-07-24,true
448-93-2667,ADDR019175,2024-05-22,true
353-13-1517,ADDR019176,2024-04-02,true
739-25-6166,ADDR019177,2024-05-27,true
132-68-7220,ADDR019178,2022-04-29,true
983-22-2475,ADDR019179,2024-11-26,true
590-29-6009,ADDR019180,2023-03-24,true
230-88-3469,ADDR019181,2023-04-17,true
393-81-6834,ADDR019182,2024-11-29,true
355-24-1548,ADDR019183,2024-09-06,true
491-55-3720,ADDR019184,2022-04-21,true
195-90-2320,ADDR019185,2024-02-26,true
266-41-9511,ADDR019186,2022-01-02,true
807-54-5766,ADDR019187,2024-09-17,true
815-15-7841,ADDR019188,2022-01-19,true
423-28-3515,ADDR019189,2022-01-22,true
815-50-4897,ADDR019190,2022-12-17,true
545-96-8357,ADDR019191,2022-10-25,true
911-71-6557,ADDR019192,2022-06-27,true
628-38-1788,ADDR019193,2024-12-24,true
395-24-7822,ADDR019194,2022-03-13,true
469-57-6231,ADDR019195,2023-11-25,true
173-21-9604,ADDR019196,2023-08-28,true
932-53-3702,ADDR019197,2024-12-15,true
454-15-3047,ADDR019198,2022-12-14,true
131-31-8779,ADDR019199,2023-10-11,true
947-90-1825,ADDR019200,2022-10-31,true
813-96-5519,ADDR019201,2022-04-26,true
550-92-1328,ADDR019202,2022-12-02,true
623-14-6423,ADDR019203,2022-09-17,true
853-96-4559,ADDR019204,2022-01-22,true
539-58-4940,ADDR019205,2022-08-02,true
859-23-4203,ADDR019206,2023-07-20,true
755-31-9833,ADDR019207,2023-03-28,true
600-66-8915,ADDR019208,2024-12-10,true
801-96-7859,ADDR019209,2023-10-19,true
512-81-1310,ADDR019210,2023-09-09,true
639-96-6176,ADDR019211,2023-05-24,true
664-81-7159,ADDR019212,2023-01-17,true
190-53-4190,ADDR019213,2022-12-23,true
537-80-9145,ADDR019214,2024-10-04,true
935-37-2815,ADDR019215,2022-12-16,true
912-77-3191,ADDR019216,2024-12-18,true
750-87-1215,ADDR019217,2023-02-01,true
630-35-6724,ADDR019218,2024-03-04,true
728-65-3738,ADDR019219,2022-01-07,true
833-91-8181,ADDR019220,2023-10-17,true
389-82-6725,ADDR019221,2022-05-10,true
626-33-6305,ADDR019222,2022-06-30,true
689-73-6381,ADDR019223,2024-09-22,true
707-48-4974,ADDR019224,2024-04-10,true
935-85-1453,ADDR019225,2022-12-29,true
465-35-5033,ADDR019226,2024-07-13,true
746-82-3127,ADDR019227,2024-06-11,true
263-19-3724,ADDR019228,2022-01-22,true
441-54-7955,ADDR019229,2023-09-26,true
337-66-2532,ADDR019230,2022-04-06,true
991-15-2275,ADDR019231,2022-02-27,true
363-16-5049,ADDR019232,2024-09-27,true
279-99-4812,ADDR019233,2022-02-02,true
996-96-1535,ADDR019234,2022-03-02,true
876-99-8105,ADDR019235,2023-03-24,true
181-56-3714,ADDR019236,2024-02-18,true
791-58-2654,ADDR019237,2023-06-20,true
361-48-5340,ADDR019238,2023-05-26,true
537-51-7975,ADDR019239,2024-05-31,true
524-93-7193,ADDR019240,2023-02-20,true
232-53-2037,ADDR019241,2022-06-22,true
995-82-3392,ADDR019242,2024-05-12,true
229-55-6201,ADDR019243,2024-12-19,true
652-30-6529,ADDR019244,2024-06-16,true
979-97-4160,ADDR019245,2024-06-30,true
241-74-2321,ADDR019246,2024-01-04,true
329-38-8827,ADDR019247,2023-11-29,true
534-41-7887,ADDR019248,2024-05-28,true
558-27-6106,ADDR019249,2022-01-25,true
298-58-1172,ADDR019250,2024-03-01,true
108-23-8822,ADDR019251,2022-02-07,true
241-12-1034,ADDR019252,2024-08-19,true
732-99-5089,ADDR019253,2024-10-27,true
110-80-3802,ADDR019254,2024-10-03,true
360-89-2883,ADDR019255,2022-03-29,true
385-80-8309,ADDR019256,2023-05-19,true
679-51-5327,ADDR019257,2022-11-20,true
519-57-5586,ADDR019258,2023-10-29,true
246-96-1975,ADDR019259,2024-09-06,true
152-26-8812,ADDR019260,2022-12-13,true
313-60-6190,ADDR019261,2024-06-15,true
640-71-9244,ADDR019262,2024-08-05,true
764-14-4793,ADDR019263,2024-06-18,true
483-99-2907,ADDR019264,2023-02-05,true
917-37-8080,ADDR019265,2022-02-16,true
979-88-8920,ADDR019266,2023-12-24,true
101-87-2532,ADDR019267,2022-08-12,true
822-34-4072,ADDR019268,2024-07-30,true
186-29-8674,ADDR019269,2022-08-15,true
494-99-1200,ADDR019270,2024-04-17,true
841-46-3999,ADDR019271,2022-11-10,true
593-79-6849,ADDR019272,2023-12-13,true
386-89-3578,ADDR019273,2023-04-08,true
736-38-1046,ADDR019274,2022-09-30,true
651-73-8451,ADDR019275,2022-01-24,true
264-90-7140,ADDR019276,2024-11-30,true
892-69-8772,ADDR019277,2022-12-28,true
839-98-8254,ADDR019278,2024-05-10,true
735-20-2091,ADDR019279,2022-05-13,true
598-80-7195,ADDR019280,2024-04-03,true
262-40-8209,ADDR019281,2022-02-08,true
259-96-5105,ADDR019282,2024-04-27,true
247-38-5480,ADDR019283,2024-10-14,true
583-85-3468,ADDR019284,2023-11-27,true
492-19-5232,ADDR019285,2022-02-24,true
841-22-8448,ADDR019286,2024-01-09,true
690-18-2412,ADDR019287,2023-03-09,true
666-97-1087,ADDR019288,2023-01-10,true
316-82-5239,ADDR019289,2023-07-21,true
683-47-1343,ADDR019290,2024-04-26,true
334-46-5504,ADDR019291,2022-06-25,true
551-53-1854,ADDR019292,2024-05-05,true
726-36-7512,ADDR019293,2024-11-16,true
106-24-8649,ADDR019294,2024-01-18,true
873-11-3731,ADDR019295,2023-08-18,true
472-45-4481,ADDR019296,2024-01-04,true
870-13-7178,ADDR019297,2022-05-16,true
434-96-3229,ADDR019298,2022-06-06,true
720-33-5700,ADDR019299,2022-02-13,true
774-31-3239,ADDR019300,2023-04-16,true
270-61-9812,ADDR019301,2024-08-10,true
741-52-5511,ADDR019302,2024-01-10,true
782-33-6412,ADDR019303,2022-09-25,true
997-69-8699,ADDR019304,2022-02-10,true
708-43-5451,ADDR019305,2023-01-21,true
472-85-2137,ADDR019306,2024-10-03,true
503-55-3587,ADDR019307,2024-02-03,true
363-25-8759,ADDR019308,2024-09-14,true
253-19-1411,ADDR019309,2023-08-21,true
785-90-1997,ADDR019310,2023-10-10,true
718-20-2206,ADDR019311,2024-10-23,true
531-52-1686,ADDR019312,2022-06-30,true
537-61-8225,ADDR019313,2024-10-09,true
247-82-4706,ADDR019314,2022-09-14,true
412-75-1422,ADDR019315,2023-11-15,true
286-32-7646,ADDR019316,2023-05-09,true
434-87-3616,ADDR019317,2023-02-05,true
330-13-1745,ADDR019318,2023-08-18,true
283-51-8687,ADDR019319,2024-12-20,true
623-69-1983,ADDR019320,2024-05-04,true
733-10-9640,ADDR019321,2024-04-27,true
220-52-3860,ADDR019322,2023-05-20,true
962-82-9392,ADDR019323,2023-01-17,true
343-69-7001,ADDR019324,2024-11-12,true
551-88-4497,ADDR019325,2022-01-03,true
842-13-6757,ADDR019326,2023-04-23,true
443-42-7658,ADDR019327,2023-08-24,true
611-51-1460,ADDR019328,2023-04-18,true
125-27-6312,ADDR019329,2024-10-14,true
500-82-3973,ADDR019330,2022-08-08,true
993-68-3533,ADDR019331,2024-04-09,true
891-92-3994,ADDR019332,2023-12-16,true
222-20-9419,ADDR019333,2022-12-18,true
165-41-3783,ADDR019334,2023-07-11,true
437-56-5509,ADDR019335,2024-12-28,true
719-42-5617,ADDR019336,2024-11-11,true
220-46-6501,ADDR019337,2023-11-12,true
725-82-5961,ADDR019338,2023-12-27,true
598-97-4643,ADDR019339,2023-07-27,true
158-33-7131,ADDR019340,2022-05-25,true
371-23-2363,ADDR019341,2022-10-27,true
606-23-9784,ADDR019342,2023-07-16,true
224-91-3264,ADDR019343,2023-09-17,true
625-28-5488,ADDR019344,2023-12-13,true
168-91-3174,ADDR019345,2022-02-02,true
681-59-6911,ADDR019346,2023-10-30,true
882-66-7487,ADDR019347,2023-05-30,true
248-41-4138,ADDR019348,2023-01-30,true
874-49-5115,ADDR019349,2024-12-01,true
933-78-2243,ADDR019350,2023-11-20,true
972-38-6642,ADDR019351,2023-02-25,true
413-14-3007,ADDR019352,2024-03-06,true
436-15-3038,ADDR019353,2024-10-03,true
183-88-1416,ADDR019354,2022-11-25,true
490-21-1435,ADDR019355,2024-03-29,true
801-66-2254,ADDR019356,2024-03-15,true
862-97-4076,ADDR019357,2022-12-12,true
794-92-2016,ADDR019358,2022-11-13,true
942-94-1528,ADDR019359,2024-11-04,true
378-32-9880,ADDR019360,2024-12-28,true
906-49-3798,ADDR019361,2022-10-20,true
203-78-9393,ADDR019362,2024-08-28,true
363-76-3688,ADDR019363,2022-12-31,true
428-34-4496,ADDR019364,2022-03-31,true
146-28-5846,ADDR019365,2022-08-20,true
337-56-5843,ADDR019366,2023-07-31,true
411-68-2920,ADDR019367,2024-11-02,true
354-82-7898,ADDR019368,2022-05-11,true
205-77-8730,ADDR019369,2022-01-20,true
594-78-5456,ADDR019370,2022-03-13,true
229-68-1778,ADDR019371,2024-12-26,true
366-93-3975,ADDR019372,2023-09-09,true
878-52-4248,ADDR019373,2022-05-06,true
301-82-5751,ADDR019374,2022-02-22,true
788-18-4053,ADDR019375,2022-03-11,true
950-75-6459,ADDR019376,2024-10-02,true
918-32-8555,ADDR019377,2022-05-25,true
572-93-5918,ADDR019378,2024-06-16,true
960-20-4065,ADDR019379,2024-07-19,true
482-72-7436,ADDR019380,2024-12-21,true
467-12-1187,ADDR019381,2022-06-01,true
583-68-1129,ADDR019382,2023-11-20,true
521-33-2376,ADDR019383,2023-03-07,true
429-42-3976,ADDR019384,2022-10-17,true
178-52-5837,ADDR019385,2022-09-02,true
225-27-3499,ADDR019386,2022-04-28,true
597-87-5761,ADDR019387,2024-01-30,true
973-80-8918,ADDR019388,2022-09-18,true
945-96-3176,ADDR019389,2023-06-29,true
827-10-3015,ADDR019390,2023-05-29,true
258-35-7523,ADDR019391,2023-07-18,true
377-48-4307,ADDR019392,2024-11-12,true
741-17-3550,ADDR019393,2022-12-23,true
661-88-2763,ADDR019394,2023-04-03,true
853-42-1589,ADDR019395,2024-04-25,true
906-93-9758,ADDR019396,2023-07-13,true
973-25-3887,ADDR019397,2024-02-02,true
468-59-2110,ADDR019398,2022-06-21,true
531-13-4918,ADDR019399,2023-08-15,true
400-66-7707,ADDR019400,2023-08-17,true
825-26-8274,ADDR019401,2022-06-09,true
526-43-5041,ADDR019402,2024-09-28,true
712-85-1931,ADDR019403,2024-10-04,true
919-94-4362,ADDR019404,2024-01-15,true
122-86-3126,ADDR019405,2022-01-26,true
831-23-4012,ADDR019406,2023-08-24,true
290-43-3900,ADDR019407,2023-06-04,true
516-29-1117,ADDR019408,2022-03-29,true
485-15-4489,ADDR019409,2022-10-04,true
817-49-6778,ADDR019410,2023-10-06,true
657-21-4666,ADDR019411,2024-11-30,true
875-24-6534,ADDR019412,2022-07-12,true
986-75-2175,ADDR019413,2023-09-13,true
989-90-3215,ADDR019414,2024-10-08,true
696-78-4758,ADDR019415,2024-12-14,true
333-68-5666,ADDR019416,2024-02-04,true
169-68-4762,ADDR019417,2023-11-01,true
908-31-1410,ADDR019418,2023-08-10,true
988-46-6641,ADDR019419,2022-03-26,true
616-57-4484,ADDR019420,2024-01-30,true
722-64-6208,ADDR019421,2024-12-11,true
385-78-1071,ADDR019422,2024-02-17,true
992-76-4440,ADDR019423,2023-06-12,true
897-39-1960,ADDR019424,2023-05-12,true
179-45-9526,ADDR019425,2022-01-15,true
876-18-2485,ADDR019426,2023-09-16,true
797-25-6764,ADDR019427,2024-05-01,true
673-48-3383,ADDR019428,2022-07-31,true
252-96-6988,ADDR019429,2023-12-11,true
998-60-4207,ADDR019430,2023-04-15,true
333-10-1165,ADDR019431,2024-10-30,true
693-73-9449,ADDR019432,2022-09-16,true
447-36-5577,ADDR019433,2022-10-18,true
806-41-6454,ADDR019434,2023-02-23,true
856-40-4433,ADDR019435,2023-06-12,true
391-79-5309,ADDR019436,2023-04-10,true
111-61-7842,ADDR019437,2024-03-13,true
602-97-6717,ADDR019438,2024-09-08,true
567-52-6774,ADDR019439,2022-04-12,true
346-29-8585,ADDR019440,2022-02-09,true
601-19-2582,ADDR019441,2024-08-01,true
216-65-5859,ADDR019442,2024-10-28,true
322-64-2170,ADDR019443,2023-10-23,true
308-71-1572,ADDR019444,2023-05-19,true
256-83-1409,ADDR019445,2024-04-28,true
787-34-2343,ADDR019446,2024-05-29,true
779-15-8620,ADDR019447,2022-06-27,true
187-70-2575,ADDR019448,2024-06-27,true
131-54-7950,ADDR019449,2023-11-08,true
553-18-1025,ADDR019450,2022-07-10,true
925-92-4709,ADDR019451,2024-10-22,true
386-95-4649,ADDR019452,2023-05-03,true
673-71-9533,ADDR019453,2024-09-04,true
646-25-1466,ADDR019454,2024-05-22,true
655-52-1117,ADDR019455,2022-02-04,true
987-21-7215,ADDR019456,2023-05-29,true
922-42-1671,ADDR019457,2022-07-27,true
244-58-7265,ADDR019458,2022-02-12,true
859-87-9782,ADDR019459,2024-06-20,true
690-15-9035,ADDR019460,2023-08-13,true
301-94-2518,ADDR019461,2024-01-25,true
872-35-7068,ADDR019462,2024-04-04,true
317-27-1797,ADDR019463,2022-04-27,true
540-87-1119,ADDR019464,2024-02-26,true
516-70-8235,ADDR019465,2023-03-24,true
425-21-2516,ADDR019466,2022-07-18,true
157-68-5329,ADDR019467,2023-09-06,true
990-38-8296,ADDR019468,2023-07-17,true
595-30-5039,ADDR019469,2023-05-16,true
991-70-5256,ADDR019470,2022-08-29,true
569-90-6747,ADDR019471,2024-04-14,true
262-43-5810,ADDR019472,2022-02-01,true
356-64-6769,ADDR019473,2024-06-21,true
322-69-9303,ADDR019474,2023-10-06,true
320-67-4306,ADDR019475,2022-07-06,true
778-40-5795,ADDR019476,2022-09-03,true
564-13-3801,ADDR019477,2023-03-25,true
713-53-2798,ADDR019478,2022-12-14,true
810-17-7243,ADDR019479,2024-02-20,true
475-61-1077,ADDR019480,2024-02-17,true
557-86-2601,ADDR019481,2022-09-05,true
307-34-3165,ADDR019482,2023-12-06,true
297-55-3933,ADDR019483,2024-06-30,true
781-14-8719,ADDR019484,2024-02-23,true
213-44-3003,ADDR019485,2024-03-11,true
510-18-6071,ADDR019486,2023-08-27,true
977-91-2985,ADDR019487,2022-03-26,true
750-12-4075,ADDR019488,2024-10-05,true
191-13-7810,ADDR019489,2023-10-11,true
744-55-7250,ADDR019490,2023-05-01,true
444-35-1947,ADDR019491,2023-08-26,true
836-54-1322,ADDR019492,2023-04-22,true
698-40-6897,ADDR019493,2024-03-04,true
192-99-5131,ADDR019494,2022-11-07,true
113-62-8681,ADDR019495,2022-10-02,true
107-44-3730,ADDR019496,2024-04-09,true
996-16-6052,ADDR019497,2022-01-17,true
613-40-9299,ADDR019498,2022-07-04,true
974-40-6505,ADDR019499,2024-08-15,true
919-24-4953,ADDR019500,2023-10-17,true
519-20-5100,ADDR019501,2022-05-13,true
171-91-4440,ADDR019502,2023-05-02,true
412-67-9141,ADDR019503,2023-03-15,true
155-68-3173,ADDR019504,2022-12-15,true
437-10-8613,ADDR019505,2023-09-25,true
780-66-1107,ADDR019506,2022-04-19,true
377-61-5212,ADDR019507,2023-05-12,true
524-62-9127,ADDR019508,2023-02-23,true
927-58-3585,ADDR019509,2022-04-13,true
628-18-4450,ADDR019510,2023-01-27,true
905-72-9418,ADDR019511,2022-09-30,true
412-54-6652,ADDR019512,2023-11-26,true
373-46-6448,ADDR019513,2022-02-25,true
687-41-2843,ADDR019514,2022-03-19,true
169-43-8578,ADDR019515,2024-03-14,true
464-73-3000,ADDR019516,2024-02-10,true
173-18-5333,ADDR019517,2022-08-07,true
162-12-4297,ADDR019518,2023-04-16,true
417-77-7678,ADDR019519,2023-05-22,true
465-21-7142,ADDR019520,2023-06-26,true
318-82-6172,ADDR019521,2022-11-25,true
697-81-9338,ADDR019522,2024-02-02,true
768-34-2519,ADDR019523,2022-08-22,true
193-29-3226,ADDR019524,2024-12-25,true
184-85-1712,ADDR019525,2022-09-25,true
678-14-6811,ADDR019526,2022-05-19,true
613-89-5841,ADDR019527,2023-04-04,true
595-82-6195,ADDR019528,2024-09-09,true
263-73-1421,ADDR019529,2024-02-06,true
885-67-7852,ADDR019530,2023-07-27,true
823-93-3403,ADDR019531,2024-01-31,true
238-19-3243,ADDR019532,2024-08-20,true
676-25-8942,ADDR019533,2024-06-16,true
991-63-5618,ADDR019534,2022-05-10,true
392-31-7206,ADDR019535,2022-07-03,true
959-40-1234,ADDR019536,2023-10-15,true
847-34-5946,ADDR019537,2024-05-26,true
543-37-3968,ADDR019538,2023-02-13,true
199-15-4140,ADDR019539,2023-06-06,true
522-61-3701,ADDR019540,2022-10-20,true
163-60-8939,ADDR019541,2022-09-06,true
839-61-8897,ADDR019542,2022-12-03,true
972-83-6810,ADDR019543,2024-11-27,true
844-95-2340,ADDR019544,2024-07-25,true
693-25-3516,ADDR019545,2024-12-08,true
455-25-4472,ADDR019546,2023-02-23,true
979-76-4769,ADDR019547,2022-05-08,true
470-18-3669,ADDR019548,2022-12-22,true
457-71-3197,ADDR019549,2022-05-14,true
328-76-5981,ADDR019550,2024-03-19,true
193-83-6577,ADDR019551,2023-03-25,true
456-82-1366,ADDR019552,2023-05-12,true
677-72-3949,ADDR019553,2023-02-17,true
788-87-3777,ADDR019554,2023-02-17,true
113-81-7626,ADDR019555,2022-04-20,true
163-53-6662,ADDR019556,2023-12-08,true
369-39-1732,ADDR019557,2023-01-20,true
318-98-9664,ADDR019558,2023-04-13,true
488-33-9770,ADDR019559,2022-04-16,true
864-74-4940,ADDR019560,2023-02-05,true
434-31-7648,ADDR019561,2022-09-29,true
198-73-9503,ADDR019562,2024-06-09,true
728-44-2420,ADDR019563,2023-01-24,true
111-36-3417,ADDR019564,2024-06-30,true
286-97-9647,ADDR019565,2023-01-16,true
178-60-6079,ADDR019566,2022-08-04,true
849-42-5907,ADDR019567,2024-06-18,true
431-40-1516,ADDR019568,2023-02-13,true
368-33-8918,ADDR019569,2022-06-06,true
333-42-1718,ADDR019570,2022-10-30,true
298-53-1786,ADDR019571,2024-11-27,true
687-53-2381,ADDR019572,2024-04-26,true
453-96-8663,ADDR019573,2024-08-30,true
429-46-6151,ADDR019574,2023-07-04,true
386-45-4140,ADDR019575,2023-07-14,true
659-73-5692,ADDR019576,2022-06-19,true
679-14-7092,ADDR019577,2024-08-29,true
629-85-9100,ADDR019578,2024-05-29,true
945-93-8022,ADDR019579,2024-09-03,true
273-76-2726,ADDR019580,2022-10-29,true
749-63-9740,ADDR019581,2022-07-17,true
923-17-8821,ADDR019582,2022-01-31,true
861-40-3997,ADDR019583,2023-07-27,true
238-69-4741,ADDR019584,2023-11-17,true
589-39-2604,ADDR019585,2023-05-29,true
965-62-6736,ADDR019586,2024-08-05,true
823-26-6085,ADDR019587,2024-12-11,true
724-41-2216,ADDR019588,2024-02-04,true
299-55-4670,ADDR019589,2024-11-04,true
373-33-5751,ADDR019590,2022-04-12,true
328-89-8058,ADDR019591,2023-10-13,true
696-23-1908,ADDR019592,2022-12-30,true
431-31-9467,ADDR019593,2022-02-08,true
486-29-7610,ADDR019594,2023-01-25,true
211-47-2424,ADDR019595,2023-04-27,true
618-65-2233,ADDR019596,2024-01-02,true
245-80-4688,ADDR019597,2023-09-25,true
116-74-8678,ADDR019598,2024-03-22,true
779-75-4270,ADDR019599,2023-01-07,true
900-40-4430,ADDR019600,2024-12-27,true
651-45-3144,ADDR019601,2024-07-12,true
372-23-3608,ADDR019602,2022-01-31,true
467-40-4221,ADDR019603,2022-09-01,true
350-81-9877,ADDR019604,2022-07-29,true
794-90-4678,ADDR019605,2022-12-23,true
463-61-3514,ADDR019606,2023-08-15,true
417-20-6597,ADDR019607,2024-02-16,true
479-88-6245,ADDR019608,2024-11-15,true
664-96-2300,ADDR019609,2024-12-27,true
900-45-5103,ADDR019610,2023-05-04,true
733-45-7213,ADDR019611,2024-03-11,true
158-82-5997,ADDR019612,2022-12-12,true
160-13-6765,ADDR019613,2023-02-08,true
776-28-5539,ADDR019614,2024-09-23,true
922-98-5973,ADDR019615,2022-08-01,true
613-97-9636,ADDR019616,2024-04-24,true
726-24-2673,ADDR019617,2022-06-03,true
968-82-2310,ADDR019618,2022-06-27,true
694-45-3723,ADDR019619,2023-11-10,true
761-39-3208,ADDR019620,2024-03-27,true
494-63-6503,ADDR019621,2023-09-02,true
